iter	Passed	Remaining
410	6083	2797
411	6097	2782
412	6109	2766
413	6128	2753
414	6143	2738
415	6156	2723
416	6170	2708
417	6183	2692
418	6195	2676
419	6208	2660
420	6220	2644
421	6234	2629
422	6248	2614
423	6261	2599
424	6274	2583
425	6288	2568
426	6301	2552
427	6313	2537
428	6327	2522
429	6340	2506
430	6352	2490
431	6365	2475
432	6379	2460
433	6393	2445
434	6406	2430
435	6419	2414
436	6432	2399
437	6446	2384
438	6461	2369
439	6475	2354
440	6488	2339
441	6502	2324
442	6515	2309
443	6529	2294
444	6542	2278
445	6554	2263
446	6567	2248
447	6580	2232
448	6594	2217
449	6608	2202
450	6620	2187
451	6634	2172
452	6648	2157
453	6662	2142
454	6675	2127
455	6688	2112
456	6702	2097
457	6713	2081
458	6726	2066
459	6752	2055
460	6780	2044
461	6806	2033
462	6833	2021
463	6859	2010
464	6878	1996
465	6896	1983
466	6909	1967
467	6922	1952
468	6934	1936
469	6948	1921
470	6960	1906
471	6974	1891
472	6986	1875
473	7000	1860
474	7012	1845
475	7024	1830
476	7037	1814
477	7051	1799
478	7064	1784
479	7078	1769
480	7091	1754
481	7104	1739
482	7117	1724
483	7130	1708
484	7152	1695
485	7183	1685
486	7202	1671
487	7215	1656
488	7228	1640
489	7242	1625
490	7255	1610
491	7268	1595
492	7281	1580
493	7293	1565
494	7305	1549
495	7318	1534
496	7330	1519
497	7344	1504
498	7357	1489
499	7369	1473
500	7382	1458
501	7396	1443
502	7407	1428
503	7420	1413
504	7433	1398
505	7447	1383
506	7460	1368
507	7474	1353
508	7488	1338
509	7504	1324
510	7517	1309
511	7532	1294
512	7547	1280
513	7562	1265
514	7575	1250
515	7590	1235
516	7604	1220
517	7617	1205
518	7630	1190
519	7643	1175
520	7656	1160
521	7668	1145
522	7680	1130
523	7692	1115
524	7704	1100
525	7717	1085
526	7730	1070
527	7743	1055
528	7756	1041
529	7769	1026
530	7781	1011
531	7794	996
532	7808	981
533	7820	966
534	7835	951
535	7848	937
536	7863	922
537	7879	907
538	7891	893
539	7904	878
540	7917	863
541	7930	848
542	7944	833
543	7956	819
544	7970	804
545	7983	789
546	7996	774
547	8010	760
548	8023	745
549	8035	730
550	8048	715
551	8076	702
552	8102	688
553	8126	674
554	8155	661
555	8176	647
556	8191	632
557	8205	617
558	8218	602
559	8232	588
560	8245	573
561	8258	558
562	8270	543
563	8284	528
564	8297	513
565	8309	499
566	8324	484
567	8337	469
568	8350	454
569	8363	440
570	8378	425
571	8390	410
572	8403	395
573	8414	381
574	8427	366
575	8441	351
576	8454	337
577	8468	322
578	8481	307
579	8495	292
580	8508	278
581	8520	263
582	8533	248
583	8547	234
584	8559	219
585	8572	204
586	8583	190
587	8597	175
588	8610	160
589	8623	146
590	8635	131
591	8649	116
592	8661	102
593	8671	87
594	8683	72
595	8705	58
596	8718	43
597	8731	29
598	8746	14
599	8761	0
